,text,date,city,state
1658,"@Ant95four This is true, but I have to get up for that one lol",Sun May 26 12:05:48 +0000 2019,Denver,CO
1659,@Markgatiss https://t.co/SAnBLo6t2d,Sun May 26 12:05:48 +0000 2019,La Mesa,CA
1660,I call this a #DeltaDash for real. That stance you have when you can’t wait to get home #FirstOn #FirstOff… https://t.co/Nd6ecrMK5L,Sun May 26 12:05:49 +0000 2019,Romulus,MI
1661,Bergen Point NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:49 +0000 2019,Bayonne,NJ
1662,@PMcClaskey @nbc4i @MetMcGiffin Still delayed. They are waiting in the recreation center. Should kick off after this passes like 9:30/10am,Sun May 26 12:05:49 +0000 2019,Westerville,OH
1663,RIP Lauda 🙏🏾,Sun May 26 12:05:49 +0000 2019,Houston,TX
1664,😠😠😠😠😠 Corrupt corrupt corrupt,Sun May 26 12:05:49 +0000 2019,Maumee,OH
1665,"@TinBro4 @jayburgey @BBsBigHouse1 1) Because you're talking about recruiting titles, which don't mean anything and… https://t.co/badr0hkeb4",Sun May 26 12:05:49 +0000 2019,Grand Haven,MI
1666,"@jessroinfl Thank you, Jessica! But setting the social media standard? https://t.co/04gvlAk2pC",Sun May 26 12:05:49 +0000 2019,Tallahassee,FL
1667,"@darius_spencer Hi, I fucks with you 

That is all",Sun May 26 12:05:50 +0000 2019,Irmo,SC
1668,Bergenline NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:50 +0000 2019,Union City,NJ
1669,My friends... So sad to report that a truly great show has come and gone without most people noticing. This show de… https://t.co/DWTDXbhWpp,Sun May 26 12:05:50 +0000 2019,Gulf Breeze,FL
1670,Hey Check it out! https://t.co/kb2OcLX9Vh,Sun May 26 12:05:50 +0000 2019,Gray,LA
1671,Dog me when I worked at Kroger😂,Sun May 26 12:05:50 +0000 2019,Ferndale,MI
1672,"I’ve been singing this song in my head all week. “I’m Wyatt, and I save the world.” Wyatt Crosser had big dreams ab… https://t.co/x4gioIHAR0",Sun May 26 12:05:50 +0000 2019,St Paul,MN
1673,@charliekirk11 Not enough judges so that Obama judges stop ruling against the president,Sun May 26 12:05:50 +0000 2019,Manasquan,NJ
1674,From now on every hurricane should be called Trump.,Sun May 26 12:05:51 +0000 2019,Aptos,CA
1675,@sota40 Aww thanks! 😳,Sun May 26 12:05:51 +0000 2019,Bozeman,MT
1676,@Sekusa1 Now they are trash,Sun May 26 12:05:51 +0000 2019,Hendersonville,TN
1677,$Jilliannn25 😜,Sun May 26 12:05:52 +0000 2019,Richfield,OH
1678,😌 I work tomorrow!,Sun May 26 12:05:52 +0000 2019,Washington,DC
1679,@PortiaABoulger I'm with the WHAT!?,Sun May 26 12:05:52 +0000 2019,Beaverton,OR
1680,Berkeley NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:05:52 +0000 2019,Toms River,NJ
1681,homie really got his ass beat for clout. that shit a drug fr.,Sun May 26 12:05:52 +0000 2019,Durham,NC
1682,"@cosmoleeds flexing on @MeekMill &amp; Crew ,unjust practices are part of the culture of big businesses. This happens t… https://t.co/E4bcBR7nEX",Sun May 26 12:05:53 +0000 2019,Philadelphia,PA
1683,Dover Township NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:05:53 +0000 2019,Toms River,NJ
1684,https://t.co/q1NLgN7fur,Sun May 26 12:05:53 +0000 2019,Land O' Lakes,FL
1685,Im here if you need Me. #🍪✂  #GottaHaveAWaWa @ Wawa https://t.co/Qg4a6mkCo3,Sun May 26 12:05:53 +0000 2019,West Perrine,FL
1686,Just posted a photo @ St. Louis https://t.co/tehKBpoftV,Sun May 26 12:05:53 +0000 2019,St Louis,MO
1687,Ban carriage horse rides from city streets.,Sun May 26 12:05:53 +0000 2019,Weehawken,NJ
1688,Was hot topic at #ats2019- definitely journal club material for #PedsICU,Sun May 26 12:05:54 +0000 2019,Ellicott City,MD
1689,@roxana_hadadi Yesss,Sun May 26 12:05:54 +0000 2019,Brooklyn,NY
1690,ITS RACE DAY #INDY500,Sun May 26 12:05:54 +0000 2019,Speedway,IN
1691,#Bucks fans nothing to hold your head down for. We won 60 games no one expected that. Got to the Eastern Conference… https://t.co/j8IugaJEo6,Sun May 26 12:05:54 +0000 2019,Milwaukee,WI
1692,Dundee NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:05:54 +0000 2019,Passaic,NJ
1693,"AMEN 4SHO 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🤴🏽😎😍😇💖👊🏽🏡🏠🏘💲💯#THA5TALENTMAN @ College Park, Georgia https://t.co/5x3PMXeGna",Sun May 26 12:05:55 +0000 2019,College Park,GA
1694,Ellis Island NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:55 +0000 2019,Jersey City,NJ
1695,Is it 4 yet? I need a nap😴😴😴,Sun May 26 12:05:55 +0000 2019,La Crosse,WI
1696,@MEGAprivacy Sanjeev Kumar,Sun May 26 12:05:55 +0000 2019,Hammond,IN
1697,"@Kevin_Parham14 Thank you. I’ve queried a little bit and got some rejections that made me feel bad about myself, bu… https://t.co/2pmFBZXyBV",Sun May 26 12:05:56 +0000 2019,Port St Lucie,FL
1698,@gsiverio1 English major????,Sun May 26 12:05:56 +0000 2019,West New York,NJ
1699,I miss waking up to fresh cooked food. Some light soup would be bomb right now,Sun May 26 12:05:56 +0000 2019,Washington,DC
1700,@mdkentrepreneur @GOLF_com Maybe not way longer.. https://t.co/RagBt40hlg,Sun May 26 12:05:56 +0000 2019,Dublin,OH
1701,https://t.co/sDokvWG8nd,Sun May 26 12:05:56 +0000 2019,Virginia Beach,VA
1702,Unbridled judicial activism cannot be tolerated,Sun May 26 12:05:56 +0000 2019,Zanesville,OH
1703,Freehold NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:05:57 +0000 2019,West Freehold,NJ
1704,"🤓

This will be FUN!!!!!!! 

See you all in a little while. @ Blue Martini Plano https://t.co/zyn8s8BjHE",Sun May 26 12:05:57 +0000 2019,Plano,TX
1705,"#Repost @byronbrazilnuts
• • • • • •
Present at #nutfruitcongress 2019 🇺🇸🇺🇸😎😎🌰🥜 #byronbrazilnuts en Boca Raton, Flo… https://t.co/E7kzyMFMu4",Sun May 26 12:05:57 +0000 2019,Boca Raton,FL
1706,"I visited many places, 
Some of them quite 
Exotic and far away, 
But I always returned to myself #bosslife #travel… https://t.co/rXNHWOM6Ja",Sun May 26 12:05:57 +0000 2019,Manhattan,NY
1707,y’all are sickkkk,Sun May 26 12:05:57 +0000 2019,New Orleans,LA
1708,Mnuchin is a racist and misogynistic piece of trash. All the more reason this corrupt administration has to go.… https://t.co/M7ksmeWlnA,Sun May 26 12:05:57 +0000 2019,Silver Spring,MD
1709,@Kokomothegreat Playing him big time. I bet they let him win in golf too,Sun May 26 12:05:57 +0000 2019,Cape Coral,FL
1710,Greenville NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:57 +0000 2019,Jersey City,NJ
1711,"@JedediahBila as a former maternal child nurse, I’ve known you were pregnant for about two weeks.  You thought you… https://t.co/D5YmBPS6FU",Sun May 26 12:05:58 +0000 2019,Cleburne,TX
1712,Guttenberg NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:58 +0000 2019,West New York,NJ
1713,It’s Race day!!! #indianapolis500 @ Indianapolis Motor Speedway https://t.co/brmZf5zfDt,Sun May 26 12:05:59 +0000 2019,Speedway,IN
1714,Mark my words .. any failed relationship some shit “changed” .. this why u niggas dumb with these $200 dates fresh out the gate,Sun May 26 12:05:59 +0000 2019,Stamford,CT
1715,"@janny_mous Goedemorgen, Janny! 👋🏾",Sun May 26 12:05:59 +0000 2019,North Little Rock,AR
1716,Hoboken NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:05:59 +0000 2019,Hoboken,NJ
1717,J5 #Legendary https://t.co/FpiokRg8xA,Sun May 26 12:05:59 +0000 2019,Manhattan,NY
1718,@_stopwhispering Yo más.,Sun May 26 12:05:59 +0000 2019,Litchfield,IL
1719,@harsha_subbaiah https://t.co/BTgssoG3FO,Sun May 26 12:05:59 +0000 2019,Chicago,IL
1720,I wonder what he would think about our feral hog problems over here? Has another post about ELEPHANTS in a field!… https://t.co/b1CUOieWjh,Sun May 26 12:06:00 +0000 2019,San Antonio,TX
1721,Nanganak najud akong iro. Hahahahahaha wa palibak,Sun May 26 12:05:57 +0000 2019,New Orleans,LA
1722,Jersey City NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:00 +0000 2019,Jersey City,NJ
1723,The Fall Guy and The Dukes of Hazzard are the clear cut #1 &amp; #2 TV show theme songs of all time. The fact they have… https://t.co/IzxYBZdjZu,Sun May 26 12:06:01 +0000 2019,Houston,TX
1724,@TiffanyBellsTS It's one of my favorites!,Sun May 26 12:06:01 +0000 2019,Argentine,MI
1725,@tedlieu Thank you for your service,Sun May 26 12:06:01 +0000 2019,Charlotte,NC
1726,I be both of these at the same time lol,Sun May 26 12:06:01 +0000 2019,Norland,FL
1727,Mushu wishes all of you a very Safe Memorial Day Weekend. 🐉 ❤️ 🇺🇸  @PrincipalPremo1 @CambridgeHS1 @CambridgeBears… https://t.co/ep14liTh8K,Sun May 26 12:06:01 +0000 2019,Milton,GA
1728,Lakewood NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:01 +0000 2019,Lakewood,NJ
1729,@jikookbusanbae 100% yes 👏🏼😂,Sun May 26 12:06:02 +0000 2019,Lithia Springs,GA
1730,"If jobs with titles like ""Career Transition Manager - New York, NY / Nashville, TN / Pittsburgh, PA / Washington, D… https://t.co/AxMfiMyYP5",Sun May 26 12:06:02 +0000 2019,Manhattan,NY
1731,Would be surprised as there seems to be no bite in the subpoenas already issued.,Sun May 26 12:06:02 +0000 2019,Potomac,MD
1732,@reidconnord While we’re following your twisted logic of passing laws that severely hamper the rights of others ove… https://t.co/kPrUUGdrEr,Sun May 26 12:06:02 +0000 2019,Sallisaw,OK
1733,Bro took off,Sun May 26 12:06:02 +0000 2019,Dallas,TX
1734,Lionshead Lake NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:03 +0000 2019,Wayne,NJ
1735,It’s the little things.,Sun May 26 12:06:03 +0000 2019,Burlington,MA
1736,"Want to work in #NewYork, NY? View our latest opening: https://t.co/b1iN2BFlQo #HealthWelfare",Sun May 26 12:06:04 +0000 2019,Manhattan,NY
1737,https://t.co/SbgyxWdA5Q,Sun May 26 12:06:04 +0000 2019,Land O' Lakes,FL
1738,Mountain View NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:04 +0000 2019,Wayne,NJ
1739,Thank you for your time and support. Keep me in Prayers please.,Sun May 26 12:06:04 +0000 2019,Ives Estates,FL
1740,#LOL WATCH: Trump repeatedly says 'oranges' instead of 'origins' during talk about the Mueller report… https://t.co/ZjqU1A72dV,Sun May 26 12:06:05 +0000 2019,Fort Gratiot,MI
1741,@ESPNFrankie Yesssssss like it’s a huge difference and makes u sleep so much better.,Sun May 26 12:06:05 +0000 2019,Los Angeles,CA
1742,North Bergen NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:05 +0000 2019,North Bergen,NJ
1743,I hope @realDonaldTrump @WhiteHouse @StateDept are working to free this man.,Sun May 26 12:06:05 +0000 2019,Manhattan,NY
1744,@moutet https://t.co/Ks8EBpSuEK,Sun May 26 12:06:05 +0000 2019,Henderson,NV
1745,"Happy 2nd Birthday Rhett Grayson!! 
I cannot believe how fast time has gone &amp; how big you have grown. Stay Young &amp;… https://t.co/7tqkmbbIj6",Sun May 26 12:06:05 +0000 2019,Mokena,IL
1746,Monitor NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:03 +0000 2019,West New York,NJ
1747,@TucciPlease Already know who its gone be too!,Sun May 26 12:06:04 +0000 2019,Hampton,VA
1748,@doctuh_p Put some pressure on that prostate,Sun May 26 12:06:05 +0000 2019,Houston,TX
1749,The comments on data visualization are particularly thought provoking.,Sun May 26 12:06:06 +0000 2019,Stillwater,OK
1750,https://t.co/wBrr70JEup,Sun May 26 12:06:06 +0000 2019,Lake Magdalene,FL
1751,https://t.co/0R55wHgVkg #CHWs  2 million community health workers needed by 2020 to ensure every #African has acces… https://t.co/1ESAvYTAxz,Sun May 26 12:06:06 +0000 2019,Abingdon,MD
1752,Packanack Lake NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:06 +0000 2019,Wayne,NJ
1753,The turning point was the current engine formula.  The same three teams have won every race since the hybrid era be… https://t.co/HsKqC7iG6R,Sun May 26 12:06:06 +0000 2019,Fort Mill,SC
1754,@I__am__Redeemer @AoD_Taco Yes!,Sun May 26 12:06:06 +0000 2019,Virginia Beach,VA
1755,"Really interesting stuff. It’s been obvious for a while now that AI can outperform humans, especially with somethin… https://t.co/NX8cJ8HrTh",Sun May 26 12:06:06 +0000 2019,Stanford,CA
1756,"Hopefully with more &amp; more work like this, we can finally start building models for integrating AI into healthcare.… https://t.co/OklXL6nAmT",Sun May 26 12:06:07 +0000 2019,Stanford,CA
1757,Pamrapo NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:07 +0000 2019,Bayonne,NJ
1758,They really had the nerve to put Giannis in the same atmosphere as Bron smh mans when out there and shot 38% from t… https://t.co/T5Wok1VJln,Sun May 26 12:06:07 +0000 2019,Columbus,OH
1759,@dgorman52 @JanetTxBlessed 🙏🙏Amen !,Sun May 26 12:06:07 +0000 2019,El Paso,TX
1760,Good morning to this. We really need Actor Yook back. 😭😭 https://t.co/a85FBUFoOY,Sun May 26 12:06:07 +0000 2019,Newington,VA
1761,"@bookcommander @MrJonCryer Well, looks like SOMEBODY got their feelings hurt? You not ROASTED, son!!",Sun May 26 12:06:08 +0000 2019,Fairland,MD
1762,Passaic NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:08 +0000 2019,Passaic,NJ
1763,Thank you williscooks for interviewing me in LA I’m glad we got to talk about different aspects of mental health an… https://t.co/68rOLLL0ma,Sun May 26 12:06:08 +0000 2019,Los Angeles,CA
1764,"@AllCelebPolls #RHONY
#RHOBH
#RHOP
#RHOC
#RHONJ
#RHOA
#RHOD",Sun May 26 12:06:08 +0000 2019,Delray Beach,FL
1765,@badgalsidney You the queen of amazing pictures too,Sun May 26 12:06:08 +0000 2019,San Antonio,TX
1766,@alexthrone Maybe me and Owen will slide later baggo and hot tub,Sun May 26 12:06:08 +0000 2019,Ridley Park,PA
1767,Mainstream media never did this for president Trump. Once again they have chosen their sides anything but Donald Tr… https://t.co/TgrYPMioAR,Sun May 26 12:06:08 +0000 2019,North Sioux City,SD
1768,Passaic Park NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:09 +0000 2019,Passaic,NJ
1769,@AJEnglish @CasaFreehold,Sun May 26 12:06:10 +0000 2019,Jerseyville,NJ
1770,https://t.co/WGwaNJXJaU,Sun May 26 12:06:09 +0000 2019,Land O' Lakes,FL
1771,@Phoenixhp429 I'm crushing your head. https://t.co/gik0joLmnH,Sun May 26 12:06:09 +0000 2019,Arlington Heights,IL
1772,@v_clarissaa  us lol,Sun May 26 12:06:10 +0000 2019,San Angelo,TX
1773,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/0e9Rx0fNJi,Sun May 26 12:06:10 +0000 2019,Garfield Heights,OH
1774,@yildarado Söğütözü nden bir yerden yazıyordur.,Sun May 26 12:06:10 +0000 2019,Eugene,OR
1775,Perth Amboy NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:11 +0000 2019,Perth Amboy,NJ
1776,"CONGRATS 🏀GOD'S PLAN🙏BEAST OF THE EAST 💯🏀🙏🎉 @ Cedar Park, Texas https://t.co/TfqmfQEP9J",Sun May 26 12:06:11 +0000 2019,Cedar Park,TX
1777,@CryptoXega Dm for bitcoin sales and investment,Sun May 26 12:06:11 +0000 2019,Manhattan,NY
1778,Seeking a place where learning and creativity are encouraged? Yardi internships are a vital part of our company cul… https://t.co/na5NG5x3es,Sun May 26 12:06:11 +0000 2019,Santa Barbara,CA
1779,Pines Lake NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:11 +0000 2019,Wayne,NJ
1780,Using his t-shirts as cleaning rags &gt;&gt;&gt; lmao,Sun May 26 12:06:11 +0000 2019,Detroit,MI
1781,@Black_lung_boy I have a few I’m not a chick who watches metal behind the phone though. Lol I Gotta get right up an… https://t.co/hmZ9EFGwFj,Sun May 26 12:06:12 +0000 2019,Lake Shore,MD
1782,Piscataway NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:12 +0000 2019,Society Hill,NJ
1783,They were not How To guides.,Sun May 26 12:06:12 +0000 2019,Brattleboro,VT
1784,เปนบ้าป่ะมคกอะ555555เลอะเทอะจริง,Sun May 26 12:06:13 +0000 2019,Wareham,MA
1785,@danielgohl Game changer by donalyn Miller is an excellent read! Self selected independent reading is HUGE! Classro… https://t.co/tAXJs0slkB,Sun May 26 12:06:13 +0000 2019,Fort Lauderdale,FL
1786,@NewsLaw1 Several hundred showed up,Sun May 26 12:06:13 +0000 2019,Mack,OH
1787,@Spotify shoutout to @Chiefairon for birthday shots💯🙏,Sun May 26 12:06:13 +0000 2019,Honolulu,HI
1788,"@ArgandonaDaniel @VenezolanaReal EEUU Ano le teme a esa tecnología, es un delito hacer lo q tu haces.",Sun May 26 12:06:13 +0000 2019,Cuevas,co
1789,Look at Martin nem just racking up the streams 👏🏼👏🏼👏🏼,Sun May 26 12:06:13 +0000 2019,Chicago,IL
1790,a pomba no palco dos meninos kkkkk amei,Sun May 26 12:06:14 +0000 2019,Las Vegas,NV
1791,Plainfield NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:14 +0000 2019,North Plainfield,NJ
1792,"Today is the day! I hope I’m half the man that @JourdanJD already is, one day. The city of Detroit is so lucky to h… https://t.co/JT3ff4S1PQ",Sun May 26 12:06:14 +0000 2019,Harrison,MI
1793,$brandonnbartonn,Sun May 26 12:06:14 +0000 2019,Richfield,OH
1794,One of the best memories that I’m not goofing to remember.,Sun May 26 12:06:14 +0000 2019,Los Angeles,CA
1795,"REMINDER🔥

Clay Mack DB Skills session is CANCELLED today!!! We will be back next week at our regularly scheduled t… https://t.co/gbbMyEeXyR",Sun May 26 12:06:15 +0000 2019,Missouri City,TX
1796,Preakness NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:15 +0000 2019,Wayne,NJ
1797,@DionDoes Pretty much what he’s saying is “lemme say what I want and you gotta respond nice” gotta be careful when… https://t.co/I4KHFAdArn,Sun May 26 12:06:15 +0000 2019,Kent,WA
1798,@ZayRIOT Bitch lol,Sun May 26 12:06:15 +0000 2019,Arlington,VA
1799,"You’re not a proper historian unless you have a problem with the article. 
Way too legit.",Sun May 26 12:06:15 +0000 2019,Allentown,PA
1800,Summit Avenue NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:15 +0000 2019,Union City,NJ
1801,https://t.co/OJzCjfVqfX,Sun May 26 12:06:15 +0000 2019,Land O' Lakes,FL
1802,@CherubNation @heroldbarton @pkamla1 @jill_magnussen @ChristiWalling @BabyGo2014 @gerrinnesmac @KevinTo95845970… https://t.co/abHSi51Gne,Sun May 26 12:06:16 +0000 2019,Hagerstown,MD
1803,@mikeindustries @pablostanley Hidden menu item: find me in da club,Sun May 26 12:06:16 +0000 2019,Arlington,MA
1804,@bizarroguy @cara_mckinnon @jamaila @jendellazanna Kid jumped up on the hood of the car. :-/,Sun May 26 12:06:16 +0000 2019,Elkridge,MD
1805,@stephenasmith https://t.co/pm00GjIqOd,Sun May 26 12:06:15 +0000 2019,Queens,NY
1806,Taurus NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:16 +0000 2019,West New York,NJ
1807,@CHIZY_N @EmmanuelObute @ifeanyiajuwa @NaijaFlyingDr True. thank you,Sun May 26 12:06:16 +0000 2019,Carney,MD
1808,Sabes que el día promete cuando se va la luz tan temprano... 🙄🤦🏼‍♀️.  @AEEONLINE  na pa que te enteres Urb. el Enca… https://t.co/AEvF2IUyJe,Sun May 26 12:06:17 +0000 2019,Juncos,co
1809,Toms River NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:17 +0000 2019,Toms River,NJ
1810,Completely forgot a dog is stabbed in the the movie Signs.  Yikes.,Sun May 26 12:06:17 +0000 2019,Rocky River,OH
1811,Tyler Park NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:18 +0000 2019,North Bergen,NJ
1812,If y'all don't listen to @jid,Sun May 26 12:06:18 +0000 2019,San Antonio,TX
1813,@_CJx32_ Glad I'm not the only one who thought so,Sun May 26 12:06:18 +0000 2019,Atlanta,GA
1814,@Resist_Disney As a CGI Abomination!  Jabba the Hutt would have had Han Solo shot on the spot if he'd really dared to step on his tail.,Sun May 26 12:06:18 +0000 2019,Pasadena,TX
1815,I heard shawty sendin love through the great vine,Sun May 26 12:06:19 +0000 2019,Chicago,IL
1816,"Just posted a photo @ San Antonio, Texas https://t.co/M1wb8B5YPS",Sun May 26 12:06:18 +0000 2019,San Antonio,TX
1817,@DearAuntCrabby Because he would never make it up off the floor.,Sun May 26 12:06:19 +0000 2019,Meadowlands,PA
1818,I feel sorry for him… I don’t think he can get away from his own ego… There will be no great awakening for Mr. Mich… https://t.co/7eCAmpuWxI,Sun May 26 12:06:19 +0000 2019,Tuckahoe,VA
1819,Union City NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:19 +0000 2019,Union City,NJ
1820,I’m so hungry 🥺🥺🥺🥺,Sun May 26 12:06:20 +0000 2019,Paradise,NV
1821,@_shebeenpaid Is,Sun May 26 12:06:20 +0000 2019,Hampton,VA
1822,Wayne NJ Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:20 +0000 2019,Wayne,NJ
1823,@ttvRubyy33 @SupStreamers @SGH_RTs https://t.co/rLDedRKVVR,Sun May 26 12:06:21 +0000 2019,Fort Drum,NY
1824,wow...,Sun May 26 12:06:21 +0000 2019,Fort Washington,MD
1825,"@OutofConTxts Cheers, brother. Thank you for those kind words.",Sun May 26 12:06:21 +0000 2019,Tallahassee,FL
1826,This boy must want my attention,Sun May 26 12:06:21 +0000 2019,Washington,DC
1827,@alixabeth lol such sass for being so wrong.,Sun May 26 12:06:21 +0000 2019,Syracuse,NY
1828,If @mariskreizman and Bizzy were two detectives who solved crimes together what song would start playing when they… https://t.co/vtSHTvNIBt,Sun May 26 12:06:20 +0000 2019,Brooklyn,NY
1829,Terrible terrible 😡😡,Sun May 26 12:06:21 +0000 2019,Newark,NJ
1830,Faces of Africa. Fabulous evening celebrating diversity and the arts with the African Network of SWFL. #SharedStory… https://t.co/FKeQjkJC8g,Sun May 26 12:06:20 +0000 2019,Fort Myers,FL
1831,"@20committee If Dubya didn’t snake Florida, we wouldn’t be where we are today.",Sun May 26 12:06:22 +0000 2019,Seattle,WA
1832,West New York NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:22 +0000 2019,West New York,NJ
1833,@mmmmonalisa eu tinha um poko d inveja,Sun May 26 12:06:22 +0000 2019,Las Vegas,NV
1834,@Jessica_Ruiz_1 @ryansatin I mean technically anything more than 1 year counts as “multiple years “,Sun May 26 12:06:22 +0000 2019,Virginia Beach,VA
1835,@BrownMedicine @neel_shah So proud of what you have accomplished in this relatively short amount of time. Medicine… https://t.co/NAep4bdGX5,Sun May 26 12:06:23 +0000 2019,Philadelphia,PA
1836,Looking at the weather forecast like https://t.co/VGIt4DLhzq,Sun May 26 12:06:23 +0000 2019,Naperville,IL
1837,@btvjim Pizza for breakfast!!’,Sun May 26 12:06:23 +0000 2019,Montpelier,VT
1838,Woodcliff NJ Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:23 +0000 2019,North Bergen,NJ
1839,Such a fun beginner aerial class yesterday. Thanks for making #aerialyoga #lespafitcolleyville a part of your self… https://t.co/wgXWoyFmP2,Sun May 26 12:06:23 +0000 2019,Colleyville,TX
1840,@NBCVoicePolls I hate the cross battles and so did everyone else,Sun May 26 12:06:24 +0000 2019,Charlotte,NC
1841,Highkey I’m a hopeless romantic that’s a sex addict smh 🤦🏽‍♂️,Sun May 26 12:06:24 +0000 2019,Bridgeport,CT
1842,Rolling ot up! Love the stretch!,Sun May 26 12:06:24 +0000 2019,Herkimer,NY
1843,Good morning hope everyone eats the most important meal of the day 😛😛😛😛😛 https://t.co/wfqDrLUN55,Sun May 26 12:06:24 +0000 2019,Dania Beach,FL
1844,"current weather in Omaha: clear sky, 59°F
77% humidity, wind 3mph, pressure 1017mb",Sun May 26 12:06:24 +0000 2019,Omaha,NE
1845,Easy peezy! 🎨🍷😄 #sipandpaint #youcandoit #easypeezy #girlsnight #paintingparty #skippack @ Painting with a Twist https://t.co/w2mlihGaEl,Sun May 26 12:06:24 +0000 2019,Skippack,PA
1846,Drunkness is over my headache is in full affect,Sun May 26 12:06:25 +0000 2019,Kaneohe Station,HI
1847,@therealkevinTE @_JessaLynne_ ✅,Sun May 26 12:06:25 +0000 2019,Cape Coral,FL
1848,@olowookere_amos @EmmanuelObute @ifeanyiajuwa @NaijaFlyingDr True.,Sun May 26 12:06:26 +0000 2019,Carney,MD
1849,This is exactly how I feel every day.,Sun May 26 12:06:26 +0000 2019,Ocean City,NJ
1850,Always napping 😴 https://t.co/3UNgjFY6Wo,Sun May 26 12:06:26 +0000 2019,Elmont,NY
