,text,date,city,state
1851,https://t.co/Hn4L3ukLsF,Sun May 26 12:06:26 +0000 2019,Brookhaven,GA
1852,oh this most definitely @xwaitchina  in private lmfaooo,Sun May 26 12:06:26 +0000 2019,Columbus,OH
1853,Allerton NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:26 +0000 2019,Bronx,NY
1854,@SilverQueenIvy @NylaRoseBeast I WANT TO ADD U TO OUR DEBUTS SHOW,Sun May 26 12:06:27 +0000 2019,Odessa,TX
1855,So 1986 is a thousand years ago?,Sun May 26 12:06:27 +0000 2019,Glassboro,NJ
1856,@LakeShowYo @Raptors Perseverance,Sun May 26 12:06:27 +0000 2019,Brooklyn,NY
1857,Thank you baby,Sun May 26 12:06:27 +0000 2019,Miami,FL
1858,"He visto reportada la entrega de generadores de electricidad a hospitales,  nuevos campamentos humanitarios que ati… https://t.co/menxMUoUFX",Sun May 26 12:06:28 +0000 2019,Miami Lakes,FL
1859,Ladies...vet these men before you have their children https://t.co/mHye6nhtps,Sun May 26 12:06:27 +0000 2019,Charlotte,NC
1860,An i oop-,Sun May 26 12:06:28 +0000 2019,Houston,TX
1861,You sayyyyyyy I’m crrrraaaazzzyyy cuz you don’t think I know what you’ve done....,Sun May 26 12:06:28 +0000 2019,Pine Bluff,AR
1862,@verysmallriver 👋,Sun May 26 12:06:29 +0000 2019,Leisure Knoll,NJ
1863,Balmville NY Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 85 TONIGHT Chance Of T-Storm Lo 59,Sun May 26 12:06:29 +0000 2019,Gardnertown,NY
1864,do I want a gf,Sun May 26 12:06:30 +0000 2019,Miami,FL
1865,@Dcoronata @IndivisibleNet Definitely narcissistic. #DerangedDonald,Sun May 26 12:06:30 +0000 2019,Culpeper,VA
1866,@candiscayne @RuPaul I’m an idiot. Is that a sassy compliment? 😬🤷🏼‍♀️,Sun May 26 12:06:30 +0000 2019,Farmington,MI
1867,https://t.co/o8EqGp8es7,Sun May 26 12:06:30 +0000 2019,Maryland City,MD
1868,😂😂😂,Sun May 26 12:06:30 +0000 2019,Chicago,IL
1869,Totally criminal,Sun May 26 12:06:31 +0000 2019,Zanesville,OH
1870,It is happening here!!  Card Sprint Tri day!  250+ ready to go Swim/Bike/Run all on our beautiful campus!… https://t.co/zBIjLOhGUY,Sun May 26 12:06:31 +0000 2019,Louisville,KY
1871,@SplitSingleband Beautiful! Congratulations.,Sun May 26 12:06:31 +0000 2019,Milwaukee,WI
1872,Beautiful peonies from my momma. https://t.co/dYdwGq2BRO,Sun May 26 12:06:30 +0000 2019,Grove City,OH
1873,@MassKURoyal https://t.co/SSZ1uVj4n7,Sun May 26 12:06:31 +0000 2019,Burlington,VT
1874,Baychester NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:32 +0000 2019,Bronx,NY
1875,This is @Twitter defense and most people defending this administration.,Sun May 26 12:06:32 +0000 2019,Brooklyn,NY
1876,Well I’m waiting,Sun May 26 12:06:32 +0000 2019,Milford,CT
1877,@hueyBlootin https://t.co/pgtLWfLxrA,Sun May 26 12:06:32 +0000 2019,Atlanta,GA
1878,"@AJStylesOrg wjaj24 @ Seneca, South Carolina https://t.co/N8G3hbiwlH",Sun May 26 12:06:33 +0000 2019,Seneca,SC
1879,Brentwood NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 81 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:33 +0000 2019,Brentwood,NY
1880,@_jaeeWALKIN @reagannaj @ChannelKiera @ImTheBombDotCom @TheMorganJay_ @ParisHeelton She was recording BEFORE she go… https://t.co/1Q8JIdKEwQ,Sun May 26 12:06:33 +0000 2019,Houston,TX
1881,@simasrodrigo amei o Bruno dando forca p Marie e pro Martin q lindo ele falando p ele q as fotos estao lindo e encentivando a fazer terapia,Sun May 26 12:06:33 +0000 2019,Sunny Isles Beach,FL
1882,"@MateusJames Nope. Thankful for @tornadopayne, @newson6wxguy and their cadre of meteorologists and storm trackers!",Sun May 26 12:06:33 +0000 2019,Shawnee,OK
1883,Had some Canon 8-15mm fish-eye lens/EOS R fun this weekend in NYC at the Oculus and World Trade Center.… https://t.co/7FFPFA9Nye,Sun May 26 12:06:33 +0000 2019,Croton-on-Hudson,NY
1884,"Cuantas firmas hay que juntar para que La Cobra Tour venga a NYC? 
@baronjimena",Sun May 26 12:06:33 +0000 2019,Elizabeth,NJ
1885,Damn I am too far,Sun May 26 12:06:33 +0000 2019,Atlanta,GA
1886,why waste time with this?,Sun May 26 12:06:33 +0000 2019,Hasbrouck Heights,NJ
1887,Sunday is my only full day off from teaching so it has become my “all purpose day”. I used to run around and try to… https://t.co/xW00kRoybn,Sun May 26 12:06:34 +0000 2019,Turnersville,NJ
1888,Mente ocupada no extraña a nadie así que a trabajarrrrr 😌,Sun May 26 12:06:34 +0000 2019,Orlando,FL
1889,lil ass boy 🙄,Sun May 26 12:06:34 +0000 2019,Washington,DC
1890,Niggas be so focused on tryna fuck they miss the fact that I’m a real ass female🙄 like one of the guys type shit ⛽️ 💯,Sun May 26 12:06:34 +0000 2019,Tampa,FL
1891,@PrairieTeacherr Nude strappy heels! https://t.co/B0BFTMfruM,Sun May 26 12:06:33 +0000 2019,Whitesboro,NY
1892,Briarwood NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:34 +0000 2019,Queens,NY
1893,"There's plenty to crap on Boston about, but lack of ""good ethnic food"" AIN'T IT. Sorry I can't let it go like NPR. Lol.",Sun May 26 12:06:35 +0000 2019,Boston,MA
1894,Salute to the brothers in Long Beach ✊🏿,Sun May 26 12:06:35 +0000 2019,Los Angeles,CA
1895,Bronx NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:35 +0000 2019,Bronx,NY
1896,One of my favorite actresses! What a message!!,Sun May 26 12:06:35 +0000 2019,Colorado Springs,CO
1897,TODAY IS THE DAY🌈🐑☁️⚡️,Sun May 26 12:06:35 +0000 2019,Oklahoma City,OK
1898,Aol is down in Boston.,Sun May 26 12:06:35 +0000 2019,Milton,MA
1899,"@AuthorViviana @TanQboy @nyambol You asked what abilities distinguish us from the animal kingdom, I gave you 6 answ… https://t.co/r2Ny29QDoZ",Sun May 26 12:06:35 +0000 2019,Manhattan,NY
1900,"Thank you God, Good Morning 💛",Sun May 26 12:06:36 +0000 2019,Charlotte,NC
1901,Somebody embalmed Sharpton and nobody told him. #RaceBaiter,Sun May 26 12:06:36 +0000 2019,Yonkers,NY
1902,@sianoresist #thenextcontestantonthepriceisright,Sun May 26 12:06:37 +0000 2019,Moreland Hills,OH
1903,Brooklyn NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 89 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:37 +0000 2019,Brooklyn,NY
1904,"@MaxBoot @hblodget @PostOpinions Trotting out four subordinates to tell us all in public how calm Chump was, was th… https://t.co/l5LiJB6D3s",Sun May 26 12:06:37 +0000 2019,Chicago,IL
1905,@haleyypcb awe ily 💗💗,Sun May 26 12:06:38 +0000 2019,Upper Grand Lagoon,FL
1906,@asemota The quality of the events must be 💯 and truly Pan African 🌍,Sun May 26 12:06:38 +0000 2019,Palo Alto,CA
1907,@dandeckr ☑️,Sun May 26 12:06:38 +0000 2019,Minneapolis,MN
1908,Kawhi had this nigga Giannis on Rikers ever since game 3 😭,Sun May 26 12:06:38 +0000 2019,Cocoa Beach,FL
1909,@dbongino @MemphisGrits2 This woman Ilhan Omar triggers all kinds of thoughts N me I don’t want 2 feel. She’s a lig… https://t.co/dlGr0raATx,Sun May 26 12:06:38 +0000 2019,Houston,TX
1910,Let’s compare &amp; contrast!!!,Sun May 26 12:06:39 +0000 2019,Alexandria,VA
1911,ICYMI (my highest performing tweet of this past week still v proud),Sun May 26 12:06:39 +0000 2019,Altadena,CA
1912,@realDonaldTrump @AbeShinzo You mean you divide our country when you go visit foreign powers?,Sun May 26 12:06:39 +0000 2019,Cheat Lake,WV
1913,Yet here I am ..... https://t.co/SLTVVVgNFG,Sun May 26 12:06:39 +0000 2019,Dallas,TX
1914,@MrsDarthFuzz https://t.co/ylYQ0s7GWb,Sun May 26 12:06:39 +0000 2019,Phoenix,AZ
1915,Up early and I barely got much sleep lastnight😒,Sun May 26 12:06:39 +0000 2019,St Andrews,SC
1916,Buffalo NY Sun May 26th AM Forecast: TODAY Patchy Fog TONIGHT Clearing Lo 49,Sun May 26 12:06:39 +0000 2019,Buffalo,NY
1917,Me drunk at Mohegan sun.,Sun May 26 12:06:39 +0000 2019,Groton,CT
1918,Must be nice,Sun May 26 12:06:40 +0000 2019,Chicago,IL
1919,"@amandalayden_ Omg that really is me😂 
#shrek2isthebest",Sun May 26 12:06:40 +0000 2019,Pittsburgh,PA
1920,@oceanndusst,Sun May 26 12:06:40 +0000 2019,Cullowhee,NC
1921,@Lyrikkal Your Amazingly Gorgeous. Super Sexy.,Sun May 26 12:06:40 +0000 2019,Mableton,GA
1922,Update: A refund has been issued thanks to the power of Social Media. Attention is the consumers greatest weapon use it wisely friends :),Sun May 26 12:06:41 +0000 2019,Queens,NY
1923,Tati is so bomb 😩🤤,Sun May 26 12:06:41 +0000 2019,Las Vegas,NV
1924,#IExerciseMyRightTo to give you the middle.,Sun May 26 12:06:41 +0000 2019,Englewood,CO
1925,#SundayBeachFunday https://t.co/M7BLAXVgj2,Sun May 26 12:06:40 +0000 2019,Ocean City,MD
1926,. https://t.co/ARNzaCGQmN,Sun May 26 12:06:41 +0000 2019,Cheyenne,WY
1927,A lot of people have talked about @Cody_Bellinger swing and how it won’t work in the @MLB. After making a little ad… https://t.co/7uFbXMHRoU,Sun May 26 12:06:41 +0000 2019,Franklin,TN
1928,Clarence NY Sun May 26th AM Forecast: TODAY Patchy Fog TONIGHT Clearing Lo 49,Sun May 26 12:06:41 +0000 2019,Clarence,NY
1929,Florida Boi,Sun May 26 12:06:41 +0000 2019,Harrison,MI
1930,Someone gets it!,Sun May 26 12:06:41 +0000 2019,Houston,TX
1931,What a day from the Bedford Park Squad drooping over 300% to goal yesterday!! 15 HGA! The hustle is real and… https://t.co/apkDvaD42H,Sun May 26 12:06:41 +0000 2019,Algonquin,IL
1932,"""We've seen this kind of rhetoric before in the 1930s &amp; it led to a lot of horrific things."" A woman explains why s… https://t.co/IeKN1itJAl",Sun May 26 12:06:41 +0000 2019,Bellevue,WA
1933,https://t.co/RqyGGOuKHP,Sun May 26 12:06:42 +0000 2019,Dania Beach,FL
1934,@R3PORT3ANDO https://t.co/kpj4FRW5AX,Sun May 26 12:06:42 +0000 2019,Riverside,CA
1935,Corona NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:42 +0000 2019,Queens,NY
1936,"Ohio State football | Urban Meyer adapting to slower pace of new career
https://t.co/8gI3aY18P3",Sun May 26 12:06:42 +0000 2019,Mansfield,OH
1937,@KingFallsAM wish Annabelle a happy birthday,Sun May 26 12:06:42 +0000 2019,South Farmingdale,NY
1938,No way it's the last year.,Sun May 26 12:06:42 +0000 2019,Warwick,RI
1939,One of the most dangerous criminals are the ones who try to prove themselves to others .,Sun May 26 12:06:42 +0000 2019,Lebanon,NJ
1940,@TucciPlease Hell yea bru. Shit trash,Sun May 26 12:06:43 +0000 2019,Hampton,VA
1941,Crotona Park NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:43 +0000 2019,Bronx,NY
1942,"@bimboacademyger Naaa, I'll let it go for now.  But sneeks need to be worn with either a cheerleader outfit or tennis skirt.",Sun May 26 12:06:44 +0000 2019,Oscoda,MI
1943,"@Linda1746 @realDonaldTrump I remember! 

He also ripped off people in California of their down payment for Trump C… https://t.co/RpTd6oltoc",Sun May 26 12:06:44 +0000 2019,Sandy Springs,GA
1944,@lisastark351 @ScottBaio Our British friends call that a “Budgie Smuggler.”,Sun May 26 12:06:44 +0000 2019,Taylors,SC
1945,Dix Hills NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 89 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:45 +0000 2019,Dix Hills,NY
1946,"@drunknhighideas This to shall pass, I smoked cigarettes 
for 40yrs 😤horrible habit 😤",Sun May 26 12:06:45 +0000 2019,Warwick,RI
1947,"If you're looking for work in Placerville, CA, check out this job: https://t.co/PPV6YkebCt #restaurantlife #Hospitality",Sun May 26 12:06:45 +0000 2019,Diamond Springs,CA
1948,@HalpernAlex If you like SciFi: The Expanse.,Sun May 26 12:06:45 +0000 2019,Philadelphia,PA
1949,"#memorialdayweekend #freedomisntfree #ultimatesacrifice #seawolfbrewery #beach @ Annapolis, Maryland https://t.co/nNmR7dlCI1",Sun May 26 12:06:45 +0000 2019,Annapolis,MD
1950,@_HOTGOTH Wild,Sun May 26 12:06:45 +0000 2019,Chicago,IL
1951,Happy Birthday to me.  @robert_wilson7 you are incredible!!! This is all I could have ever dreamed of......waking u… https://t.co/4d5JtxFU7w,Sun May 26 12:06:45 +0000 2019,McAlmont,AR
1952,@bcbott67 You're right. I'm gonna just enjoy being out on the course.,Sun May 26 12:06:46 +0000 2019,Fort Worth,TX
1953,"@BritneyTOKYO が個展をDTLAに👏🏻
すごいアートばっかりで
さすが世界的有名なアーティストだって感じ🗽
ぜひ様子をYouTubeで見てみてね！
It was really great art show in DTL… https://t.co/VCQt1x40tB",Sun May 26 12:06:46 +0000 2019,Los Angeles,CA
1954,@anonss6 wow nice bobs baby,Sun May 26 12:06:46 +0000 2019,Los Angeles,CA
1955,My hair look a mess...,Sun May 26 12:06:47 +0000 2019,Charlotte,NC
1956,East Massapequa NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:47 +0000 2019,Massapequa,NY
1957,#cbdcream #cbdcreams #cbdheals #cbdhealing #cbdbenefits #healthyskin #healthyhair #hairgrowth #hair #skincare #skin… https://t.co/4OoTT86sWf,Sun May 26 12:06:47 +0000 2019,North Las Vegas,NV
1958,@JordanSchachtel @tracybeanz https://t.co/nj4OzyzeFP,Sun May 26 12:06:47 +0000 2019,Key West,FL
1959,I love the way she sucking it,Sun May 26 12:06:47 +0000 2019,Queens,NY
1960,https://t.co/mDCYHaljx0,Sun May 26 12:06:46 +0000 2019,Los Angeles,CA
1961,Edgewood NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 81 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:48 +0000 2019,Brentwood,NY
1962,I got shit to lose!!! That shit make me nervous!!!!!,Sun May 26 12:06:48 +0000 2019,Irvine,CA
1963,@CauldronsS @AmyDentata @reidconnord And also because the cold weather makes the todger small and ineffective....,Sun May 26 12:06:48 +0000 2019,Pooler,GA
1964,My famous turkey burgers w/ cheddar cheese &amp; spinach were a success at the cookout yesterday 💁🏽‍♀️,Sun May 26 12:06:48 +0000 2019,Las Vegas,NV
1965,@worKAHLILharder 🤣🤣🤣👍🏾,Sun May 26 12:06:48 +0000 2019,Houston,TX
1966,"Nah B, i woulda ran soon as that shit started making noise😂💯",Sun May 26 12:06:48 +0000 2019,Tallahassee,FL
1967,If you know that song...  See the thread below... https://t.co/xLIgpNrzyc,Sun May 26 12:06:48 +0000 2019,Sky Lake,FL
1968,Elmhurst NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:48 +0000 2019,Queens,NY
1969,@tonymcguinness @paavo_s @jonogrant I can’t wait to see you all later today ❤️💚💙We’re all we need #anjunafamily,Sun May 26 12:06:49 +0000 2019,Houston,TX
1970,#nintendo #gaming #illustration #ebay #samus #metroid #videogame #girlyart #originalcharacter #art #ArtCommission… https://t.co/lSTzz78Y5y,Sun May 26 12:06:49 +0000 2019,Staten Island,NY
1971,"The color of the sky is stunning this morning. @ Methuen, Massachusetts https://t.co/8fxl8WRYpM",Sun May 26 12:06:49 +0000 2019,Methuen Town,MA
1972,TEST_GEO_Hierarchy: e4d57fc0-353c-4287-aee0-ae41421cb1c2,Sun May 26 12:06:49 +0000 2019,Los Angeles,CA
1973,Esplanade NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 90 TONIGHT Chance Of T-Storm Lo 65,Sun May 26 12:06:49 +0000 2019,Bronx,NY
1974,@ian_webber So 🤷🏼‍♂️,Sun May 26 12:06:49 +0000 2019,Mount Dora,FL
1975,@lucykesha14 @LilaGraceRose Actually I moved back to LA. I saw my LA Dr. and he said everything was fine. otherwise… https://t.co/FfLyJGv2GU,Sun May 26 12:06:49 +0000 2019,Los Angeles,CA
1976,@hamada68540582 @YasserEljuboori @sadiqbahlool @Dalia30 @Ezaraezara20001 @SalahAlarbawi @last_knights_iq… https://t.co/fFSZKu2UMo,Sun May 26 12:06:50 +0000 2019,Brooklyn,NY
1977,Fair Harbor NY Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 81 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:06:50 +0000 2019,Bay Shore,NY
1978,".@MarthaRaddatz goes one-on-one with:
✔ @PeteButtigieg
✔ @RepLizCheney
✔ @SenMcSallyAZ
And @matthewjdowd, @alexcast… https://t.co/c8WpyOx2l9",Sun May 26 12:06:50 +0000 2019,Atlanta,GA
1979,@JMKho Yeph,Sun May 26 12:06:50 +0000 2019,Queens,NY
1980,@SkipAMania He throws slop. He will regress. I don’t think he’s as good as his stats,Sun May 26 12:06:50 +0000 2019,Mount Lebanon,PA
1981,@AliyaTerrell 🤣🤣🤣🤣,Sun May 26 12:06:51 +0000 2019,Atlanta,GA
1982,Far Rockaway NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:51 +0000 2019,Queens,NY
1983,@ColinHanks I can't wait!!!,Sun May 26 12:06:51 +0000 2019,College Station,TX
1984,"This is a regular routine in my classroom. Not only do my 6th graders engage with the shared text, but I am able to… https://t.co/AZQwJEf3mz",Sun May 26 12:06:51 +0000 2019,Franklin Center,NJ
1985,"Movement Detroit 2019

@PhilHartnoll @philhartnoll
#thankyou #Techno #House #DetroitOriginal #TechnoLife… https://t.co/23aaiLcNc5",Sun May 26 12:06:51 +0000 2019,Detroit,MI
1986,Working the East Coast Volleyball Championships this weekend and find it so odd that without fail one player always… https://t.co/CnHpb5Gt1u,Sun May 26 12:06:51 +0000 2019,Pittsburgh,PA
1987,"Robert Half Technology is hiring in #Hammonton, NJ! Click the link in our bio to apply: SQL Report Writer #BusinessMgmt",Sun May 26 12:06:51 +0000 2019,Hammonton,NJ
1988,Flushing NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:51 +0000 2019,Queens,NY
1989,@realDonaldTrump WOW are you drunk? Or stupid? Or a blithering idiot?  Or all of the above?  Get help!,Sun May 26 12:06:52 +0000 2019,Palatine,IL
1990,We're hiring! Read about our latest job opening here: CDL Class A Driver - Pet Distribution - https://t.co/7g9p3pUNdG #CDL #Driverjobs,Sun May 26 12:06:52 +0000 2019,White Horse,NJ
1991,This! Fuck that make up artist...,Sun May 26 12:06:52 +0000 2019,Chantilly,VA
1992,Sunday songs for the holiday weekend. A little Anglo blues?  #SundayMorning #sundaysongs   https://t.co/CJFVrlcJGc,Sun May 26 12:06:52 +0000 2019,Manhattan,NY
1993,@IgnorantAsHell @jill_magnussen @pkamla1 @ChristiWalling @BabyGo2014 @gerrinnesmac @KevinTo95845970… https://t.co/UyfBd8FS8T,Sun May 26 12:06:52 +0000 2019,Hagerstown,MD
1994,. https://t.co/GTsasiAsgs,Sun May 26 12:06:52 +0000 2019,San Francisco,CA
1995,Forest Hills NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:52 +0000 2019,Queens,NY
1996,@_April_Lynne Poor guy! What's going on?,Sun May 26 12:06:52 +0000 2019,St Petersburg,FL
1997,@honeycherrypink おいしい！ガチで美味しい　それに適当な値段で買えて　食べきりサイズで日持ちもして　いいんですけどもねえ,Sun May 26 12:06:52 +0000 2019,Manhattan,NY
1998,Once again we get to remember and revel in the glory of Jesus... His mighty works and His perfect character. We. Mu… https://t.co/8K3ziuMf7s,Sun May 26 12:06:52 +0000 2019,Crown Point,IN
1999,@EllenDe77747338 Ok You’re not the real Ellen but I guess you’re closest I will get to her and that’s cool I still love her anyway,Sun May 26 12:06:52 +0000 2019,Miramar,FL
2000,The best friends anyone could ever have,Sun May 26 12:06:53 +0000 2019,Houston,TX
2001,@readingmap Thank you for your kind words.,Sun May 26 12:06:53 +0000 2019,Cuyahoga Falls,OH
2002,@pemuehleck The sting gets curbed a bit when you get that check.,Sun May 26 12:06:53 +0000 2019,Louisville,KY
2003,Fresh Pond NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:53 +0000 2019,Queens,NY
2004,@NappsNurture @yvngtaz1224 @TwitchReTweets @SGH_RTs @FatalRTs @SmallStreamersC @SupStreamers Got chu bro 👍,Sun May 26 12:06:53 +0000 2019,Fort Drum,NY
2005,Glendale NY Sun May 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,Sun May 26 12:06:54 +0000 2019,Queens,NY
2006,Sunday May 26 - Your Morning Five:      President Trump and Prime Minister Shinzo Abe golf amid U.S.-Japan trade te… https://t.co/dOjAHQ4z9h,Sun May 26 12:06:54 +0000 2019,Lorain,OH
2007,Its 8am EST and I’m waiting for my Midol to kick in. My uterus feels like it’s on fire and my knees are buckling un… https://t.co/UXFwqYNm6U,Sun May 26 12:06:54 +0000 2019,Washington,DC
